song_link,song,lyrics,artist_name
/lyric/36255454/The+Beatles/You+Really+Got+a+Hold+on+Me,You Really Got a Hold on Me,"I don't like you
But I love you
Seems that I'm always
Thinking of you
Oh, oh, oh
You treat me badly
I love you madly
You've really got a hold on me
(You really got a hold on me)
You really got a hold on me
(You really got a hold on me)

Baby

I don't want you
But I need you
Don't want to kiss you
But I need to
Oh, oh, oh
You do me wrong now
My love is strong now
You've really got a hold on me
(You really got a hold on me)
You really got a hold on me
(You really got a hold on me)

Baby

I love you and all I want you to do
Is just hold me, hold me, hold me, hold me
Tighter
Tighter

I want to leave you
Don't want to stay here
Don't want to spend
Another day here
Oh, oh, oh, I want to split now
I just can't quit now
You've really got a hold on me
(You really got a hold on me)
You really got a hold on me
(You really got a hold on me)

Baby

I love you and all I want you to do
Is just hold me, please, hold me, squeeze, hold me, hold me

You really got a hold on me
(You really got a hold on me)
You really got a hold on me
(You really got a hold on me)",The-Beatles
/lyric/36255452/The+Beatles/Besame+Mucho,Besame Mucho,"Besame besame mucho
Each time I bring you a kiss
I hear music divine
So besame besame mucho
I love you for ever
Say that you'll always be mine

Dearest one, if you should leave me
Then each little dream will take wings
And my life would be through
Oh besame besame mucho
I love you for ever
You make all my dreams come true

Oh this joy is something new
My arms they're holding you
I never knew this thrill before
Who ever thought I'd be
Holding you close to me
Whispering: it's you I adore

Yes so dearest one, if you should leave me
Then each little dream will take wings
And my life would be through

Oh so besame besame mucho
I love you for ever
Make all my dreams come true
Oh this joy is something new
My arms are holding you
I never knew this thrill before
Who ever thought I'd be
Holding you close to me
Whispering it's you I adore

Oh so dearest one, if you should leave me
Then each little dream will take wings
And my life would be through

Oh so besame besame mucho
I love you for ever
Make all my dreams come true
I love you for ever
Make all my dreams come true
I love you for ever
Make all my dreams come true",The-Beatles
/lyric/36255469/The+Beatles/Devil+in+Her+Heart,Devil in Her Heart,"She's got the devil in her heart
But her eyes they tantalize
She's gonna tear your heart apart
Oh, her lips they really thrill me

I'll take my chances
For romance is
So important to me
She'll never hurt me
She won't desert me
She's an angel sent to me

She's got the devil in her heart
No, no, this I can't believe
She's gonna tear your heart apart
No, no, nay, will she deceive

I can't believe that she'll ever ever go
Not when she hugs me and says she loves me so
She'll never hurt me
She won't desert me
Listen, can't you see

She's got the devil in her heart
Oh, no, no, no, this I can't believe
She's gonna tear your heart apart
No, no, nay, will she deceive

Don't take chances if your romance is
So important to you
She'll never hurt me
She won't desert me
She's an angel sent to me

She's got the devil in her heart
Oh, no, no, no, no, this I can't believe
She's gonna tear your heart apart
No, no, nay, will she deceive

She's got the devil in her heart
No, she's an angel sent to me
She's got the devil in her heart
No, she's an angel sent to me",The-Beatles
/lyric/36255466/The+Beatles/Mean+Mr.+Mustard,Mean Mr. Mustard,"Mean Mister Mustard sleeps in the park
Shaves in the dark trying to save paper
Sleeps in a hole in the road
Saving up to buy some clothes
Keeps a ten-bob note up his nose
Such a mean old man
Such a mean old man

His sister Pam works in a shop
She never stops, she's a go-getter
Takes him out to look at the queen
Only place that he's ever been
Always shouts out something obscene
Such a dirty old man
Dirty old man",The-Beatles
/lyric/36255465/The+Beatles/The+Inner+Light,The Inner Light,"Without going out of my door
I can know all things of earth
Without looking out of my window
I could know the ways of heaven
The farther one travels 
The less one knows
The less one really knows

Without going out of your door
You can know all things on earth
Without looking out of your window
You could know the ways of heaven
The farther one travels
The less one knows
The less one really knows

Arrive without traveling 
See all without looking
Do all without doing",The-Beatles
/lyric/36255464/The+Beatles/Three+Cool+Cats,Three Cool Cats,"Three cool cats, 
Three cool cats 
Are coming up in a beat up car, 
Spitting up a lift of candy bar 
Talking on about how sharp they are. 
Three cool cats. 

Three cool chicks 
Are walking down the street 
Swinging their hips, 
Splitting up a bag of potatoe chips 
I think cool cats really did flip. 
Three cool chicks 
Three cool chicks. 

Well up came that first cool cat, 
He said: man look at that. 
Man, do you see what I see? 
Well I want that middle chick 
I want that little chick. 
Hey man save once chick for me. 

Well three cool chicks. 
Three cool chicks. 

Well they love like 
Angels from up above 
And three cool cats 
Really fell in love. 
But three cool chicks 
Made three fools out of 
Three cool cats. 
Three cool cats. 

Well up came that first cool cat, 
He said: man look at that. 
Man do you see what I see? 
Well I want that middle chick, 
I want that little chick. 
Hey man, save one chick for me. 

Three cool chicks. 
Three cool chicks. 
They look like 

Angels from up above 
And three cool cats 
Really fell in love. 
And three cool chicks 
Made three fools out of 

Three cool cats. 
Three cool cats. 
Three cool cats. 
Three cool cats.",The-Beatles
/lyric/36255463/The+Beatles/She+Said+She+Said,She Said She Said,"She said
I know what it's like to be dead
I know what it is to be sad
And she's making me feel like I've never been born

I said
Who put all those things in your hair
Things that make me feel like I'm sad
And you're making me feel like I've never been born

She said you don't understand what I said
I said no no no, you're wrong
When I was a boy, everything was right
Everything was right

I said
Even though you know what you know
I know that I'm ready to leave
'Cause you're making me feel like I've never been born

She said you don't understand what I said
I said no no no, you're wrong
When I was a boy, everything was right
Everything was right

I said
Even though you know what you know
I know that I'm ready to leave
'Cause you're making me feel like I've never been born

She said
I know what it's like to be dead
I know what it's like to be dead
I know what it is to be sad
I know what it is to be sad",The-Beatles
/lyric/36255462/The+Beatles/You+Can%27t+Do+That,You Can't Do That,"I got something to say that might 'cause you pain
If I catch you talking to that boy again
I'm gonna let you down
And leave you flat
Because I told you before, oh
You can't do that

Well, it's the second time I've caught you talking to him
Do I have to tell you one more time, I think it's a sin
I think I'll let you down (let you down)
And leave you flat
(Gonna let you down and leave you flat)
Because I've told you before, oh
You can't do that

Everybody's green
'Cause I'm the one, who won your love
But if they'd seen
You're talking that way they'd laugh in my face

So please listen to me, if you wanna stay mine
I can't help my feelings, I'll go out of my mind
I'm gonna let you down (let you down)
And leave you flat
(Gonna let you down and leave you flat)
Because I've told you before, oh, you can't do that

You can't do that
You can't do that
You can't do that
You can't do that
You can't do that

Everybody's green
'Cause I'm the one who won your love
But if they'd seen
You're talking that way they'd laugh in my face

So please listen to me, if you wanna stay mine
I can't help my feelings, I'll go out of my mind
I'm gonna let you down (let you down)
And leave you flat
(Gonna let you down and leave you flat)
Because I've told you before, oh
You can't do that",The-Beatles
/lyric/36255444/The+Beatles/Across+the+Universe,Across the Universe,"Words are flowing out
Like endless rain into a paper cup
They slither while they pass
They slip away across the universe
Pools of sorrow, waves of joy
Are drifting through my opened mind
Possessing and caressing me

Jai Guru Deva, Om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world

Images of broken light
Which dance before me like a million eyes
They call me on and on across the universe
Thoughts meander like a restless wind inside a letter box
They tumble blindly as they make their way across the universe

Jai Guru Deva, Om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world

Sounds of laughter, shades of life
Are ringing through my open ears
Inciting and inviting me
Limitless, undying love
Which shines around me like a million suns
It calls me on and on across the universe

Jai Guru Deva, Om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world

Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva",The-Beatles
/lyric/36255448/The+Beatles/Oh%21+Darling,Oh! Darling,"Oh! Darling, please believe me
I'll never do you no harm
Believe me when I tell you
I'll never do you no harm

Oh! Darling, if you leave me
I'll never make it alone
Believe me when I beg you
Don't ever leave me alone

When you told me you didn't need me anymore
Well you know I nearly broke down and cried
When you told me you didn't need me anymore
Well you know I nearly broke down and died

Oh! Darling, if you leave me
I'll never make it alone
Believe me when I tell you
I'll never do you no harm, believe me darlin'

When you told me you didn't need me anymore
Well you know I nearly broke down and cried
When you told me you didn't need me anymore
Well you know I nearly fell down and died

Oh! Darling, please believe me
I'll never let you down (Oh believe me darlin')
Believe me when I tell you
I'll never do you no harm",The-Beatles
/lyric/36255443/The+Beatles/Rock+and+Roll+Music,Rock and Roll Music,"Just let me hear some of that rock and roll music
Any old way you choose it
It's got a back beat, you can't lose it
Any old time you use it
Gotta be rock and roll music
If you wanna dance with me
If you wanna dance with me

I've got no kick against modern jazz
Unless they try to play it too darn fast
And lose the beauty of the melody
Until they sound just like a symphony

That's why I go for that that rock and roll music
Any old way you choose it
It's got a back beat, you can't lose it
Any old time you use it
It's gotta be rock and roll music
If you wanna dance with me
If you wanna dance with me

I took my loved one over across the tracks
And she can turn her mind to wailin' sax
I must admit they have a rocking band
Man, they were blowing like a hurricane

That's why I go for that that rock and roll music
Any old way you choose it
It's got a back beat, you can't lose it
Any old time you use it
Gotta be rock and roll music
If you wanna dance with me
If you wanna dance with me

Way down South they had a jubilee
Them Georgia folks they had a jamboree
They're drinking home brew from a wooden cup
The folks are dancing, they got all shook up

And started playing that that rock and roll music
Any old time you use it
It's got a back beat, you can't lose it
Any old time you use it
gotta be rock and roll music
If you wanna dance with me
If you wanna dance with me

Don't care to hear them play a tango
And in the mood they take a mambo
It's way too early for a congo
So keep a-rocking that piano

That's why I go for that that rock and roll music
Any old time you use it
It's got a back beat, you can't lose it
Any old time you use it
Oh, they got rock and roll music
If you wanna dance with me
If you wanna dance with me",The-Beatles
/lyric/36255425/The+Beatles/Don%27t+Let+Me+Down,Don't Let Me Down,"Don't let me down, don't let me down
Don't let me down, don't let me down

Nobody ever loved me like she does
Oh, she does, yeah, she does
And if somebody loved me like she do me
Oh, she do me, yes, she does

Don't let me down, don't let me down
Don't let me down, don't let me down

I'm in love for the first time
Don't you know it's gonna last
It's a love that lasts forever
It's a love that had no past

Don't let me down, don't let me down
Don't let me down, don't let me down

And from the first time that she really done me
Oh, she done me, she done me good
I guess nobody ever really done me
Oh, she done me, she done me good

Don't let me down, don't let me down
Don't let me down",The-Beatles
/lyric/36255421/The+Beatles/Two+of+Us,Two of Us,"Two of us riding nowhere
Spending someone's
Hard earned pay
Two of us Sunday driving
Not arriving

On our way back home
We're on our way home
We're on our way home
We're going home

Two of us sending postcards
Writing letters
On my wall
You and me burning matches
Lifting latches

On our way back home
We're on our way home
We're on our way home
We're going home

You and I have memories
Longer than the road that stretches out ahead

Two of us wearing raincoats
Standing so low
In the sun
You and me chasing paper
Getting nowhere

On our way back home
We're on our way home
We're on our way home
We're going home",The-Beatles
/lyric/34804252/The+Beatles/Send+Me+Some+Lovin%27,Send Me Some Lovin',"(Send me some loving)
Mmm, send it, I pray
How can I love you
When you're so far away

Whoa, honey
Send me your picture
Oh, send it, my dear
So I can hold it and
Pretend you are near

Can you send me your kisses
I still feel your touch
And, oh, I need you so badly
I want you so much

My days are so lonely
Oh, my nights are so blue
I'm here and I'm longing
And I'm waiting for you

Now, I want you to
(Send me some loving)
Send me some of that loving, baby
(Send it, I pray)

Send it, I, I, I pray
(How can I love you)
How in the world can I love you
(When you're so far away)
When you're so, so, so far away

(Send me your picture)
Send me your picture, baby
(Send it, my dear)
Oh, send it, my dear

(So I can hold it)
I want so badly to hold it
(And pretend you are near)
And I, I wanna pretend
That you're near

(Send me some loving)
Send your loving, baby
(Send it, I pray)
Oh, send it, I, I, I",The-Beatles
/lyric/35089600/The+Beatles/While+My+Guitar+Gently+Weeps,While My Guitar Gently Weeps,"I look at you all see the love there that's sleeping
While my guitar gently weeps
I look at the floor and I see it needs sweeping
Still my guitar gently weeps.

I don't know why nobody told you
How to unfold your love
I don't know how someone controlled you
They bought and sold you.

I look at the world and I notice it's turning
While my guitar gently weeps
With every mistake we must surely be learning
Still my guitar gently weeps.

I don't know how you were diverted
You were perverted too
I don't know how you were inverted
No one alerted you.

I look at you all see the love there that's sleeping
While my guitar gently weeps
Look at you all
Still my guitar gently weeps.",The-Beatles
/lyric/35693167/The+Beatles/Glass+Onion,Glass Onion,"I told you about strawberry fields
You know the place where nothing is real
Well here's another place you can go
Where everything flows.

Looking through the bent-backed tulips
To see how the other half live
Looking through a glass onion.

I told you about the walrus and me, man
You know we're as close as can be, man
Well here's another clue for you all
The walrus was Paul.

Standing on the cast iron shore, yeah
Lady Madonna trying to make ends meet, yeah
Looking through the glass onion

Oh yeah, oh yeah, oh yeah
Looking through the glass onion.

I told you about the fool on the hill
I tell you man he's living there still
Well here's another place you can be
Listen to me.

Fixing a hole in the ocean
Trying to make a dove-tail joint, yeah
Looking through a glass onion.",The-Beatles
/lyric/34226668/The+Beatles/I+Saw+Her+Standing+There,I Saw Her Standing There,"(One, two, three, four)

Well, she was just seventeen
You know what I mean
And the way she looked
Was way beyond compare
So how could I dance with another
Ooh, when I saw her standing there?

Well, she looked at me
And I, I could see
That before too long
I'd fall in love with her
She wouldn't dance with another
Ooh, when I saw her standing there

Well, my heart went ""boom""
When I crossed that room
And I held her hand in mine

Oh we danced through the night
And we held each other tight
And before too long
I fell in love with her
Now I'll never dance with another
Ooh, since I saw her standing there

Well, my heart went, ""Boom""
When I crossed that room
And I held her hand in mine

Oh, we danced through the night
And we held each other tight
And before too long
I fell in love with her
Now I'll never dance with another
Oh, since I saw her standing there
Oh, since I saw her standing there
Yeah, well since I saw her standing there",The-Beatles
/lyric/34226667/The+Beatles/Please+Please+Me,Please Please Me,"Last night I said these words to my girl
I know you never even try, girl
Come on (come on), come on (come on)
Come on (come on), come on (come on) 
Please, please me, whoa yeah, like I please you

You don't need me to show the way, love
Why do I always have to say, love
Come on (come on), come on (come on)
Come on (come on), come on (come on) 
Please, please me, whoa yeah, like I please you

I don't want to sound complaining
But you know there's always rain in my heart (in my heart)
I do all the pleasing with you
It's so hard to reason with you
whoa yeah, why do you make me blue?

Last night I said these words to my girl
I know you never even try, girl
Come on (come on), come on (come on)
Come on (come on), come on (come on)
Please, please me, whoa yeah, like I please you
(Please me) whoa yeah, like I please you
(Please me) whoa yeah, like I please you",The-Beatles
/lyric/34226666/The+Beatles/Love+Me+Do,Love Me Do,"Love, love me do
You know I love you
I'll always be true
So please, love me do
Whoa, love me do

Love, love me do
You know I love you
I'll always be true
So please, love me do
Whoa, love me do

Someone to love
Somebody new
Someone to love
Someone like you

Love, love me do
You know I love you
I'll always be true
So please, love me do
Whoa, love me do

Love, love me do
You know I love you
I'll always be true
So please, love me do
Whoa, love me do
Yeah, love me do
Whoa, oh, love me do",The-Beatles
/lyric/34226665/The+Beatles/There%27s+a+Place,There's a Place,"There is a place
Where I can go
When I feel low
When I feel blue
And it's my mind
And there's no time when I'm alone

I think of you
And things you do
Go 'round my head
The things you said
Like ""I love only you""

In my mind there's no sorrow
Don't you know that it's so
There'll be no sad tomorrow
Don't you know that it's so

There is a place
Where I can go
When I feel low
When I feel blue
And it's my mind
And there's no time when I'm alone
There's a place, there's a place, there's a place, there's a place",The-Beatles
/lyric/34226664/The+Beatles/Twist+and+Shout,Twist and Shout,"Well, shake it up, baby, now
Twist and shout
Come on, come on, come, come on, baby, now
Come on and work it on out
Well, work it on out, honey
You know you look so good
You know you got me goin' now
Just like I know you would

Well, shake it up, baby, now
Twist and shout
Come on, come on, come, come on, baby, now
Come on and work it on out
You know you twist, little girl
You know you twist so fine
Come on and twist a little closer now
And let me know that you're mine, woo

Ah, ah, ah, ah, wow
Baby, now
Twist and shout
Come on, come on, come, come on, baby, now
Come on and work it on out
You know you twist, little girl
You know you twist so fine
Come on and twist a little closer now
And let me know that you're mine
Well, shake it, shake it, shake it, baby, now
Well, shake it, shake it, shake it, baby, now
Well, shake it, shake it, shake it, baby, now
Ah, ah, ah, ah",The-Beatles
/lyric/34226663/The+Beatles/A+Hard+Day%27s+Night,A Hard Day's Night,"It's been a hard day's night, and I've been working like a dog
It's been a hard day's night, I should be sleeping like a log
But when I get home to you I'll find the things that you do
Will make me feel alright

You know I work all day to get you money to buy you things
And it's worth it just to hear you say you're going to give me everything
So why on earth should I moan, 'cause when I get you alone
You know I feel ok

When I'm home everything seems to be right
When I'm home feeling you holding me tight, tight, yeah

It's been a hard day's night, and I've been working like a dog
It's been a hard day's night, I should be sleeping like a log
But when I get home to you I'll find the things that you do
Will make me feel alright, oww

So why on earth should I moan, 'cause when I get you alone
You know I feel ok

When I'm home everything seems to be right
When I'm home feeling you holding me tight, tight, yeah

Oh, it's been a hard day's night, and I've been working like a dog
It's been a hard day's night, I should be sleeping like a log
But when I get home to you I'll find the things that you do
Will make me feel alright
You know I feel alright
You know I feel alright",The-Beatles
/lyric/34226662/The+Beatles/And+I+Love+Her,And I Love Her,"I give her all my love
That's all I do
And if you saw my love
You'd love her, too
I love her

She gives my everything
And tenderly
The kiss my lover brings
She brings to me
And I love her

A love like ours
Could never die
As long as I
Have you near me

Bright are the stars that shine
Dark is the sky
I know this love of mine
Will never die
And I love her

Bright are the stars that shine
Dark is the sky
I know this love of mine
Will never die
And I love her",The-Beatles
/lyric/34226661/The+Beatles/Can%27t+Buy+Me+Love,Can't Buy Me Love,"Can't buy me love, love
Can't buy me love

I'll buy you a diamond ring, my friend
If it makes you feel all right
I'll get you anything, my friend
If it makes you feel all right
'Cause I don't care too much for money
Money can't buy me love

I'll give you all I've got to give
If you say you love me, too
I may not have a lot to give
But what I've got I'll give to you
I don't care too much for money
Money can't buy me love

Can't buy me love
Everybody tells me so
Can't buy me love
No, no, no, no

Say you don't need no diamond rings
And I'll be satisfied
Tell me that you want the kind of things
That money just can't buy
I don't care too much for money
Money can't buy me love

Can't buy me love
Everybody tells me so
Can't buy me love
No, no, no, no

Say you don't need no diamond rings
And I'll be satisfied
Tell me that you want the kind of things
That money just can't buy
I don't care too much for money
Money can't buy me love
Can't buy me love, love
Can't buy me love, oh",The-Beatles
/lyric/34226660/The+Beatles/If+I+Fell,If I Fell,"If I fell in love with you
Would you promise to be true
And help me understand
'Cause I've been in love before
And I found that love was more
Than just holding hands

If I give my heart to you
I must be sure
From the very start
That you would love me more than her

If I trust in you oh please
Don't run and hide
If I love you too oh please
Don't hurt my pride like her

'Cause I couldn't stand the pain
And I would be sad if our new love was in vain

So I hope you see that I
Would love to love you
And that she will cry
When she learns we are two
'Cause I couldn't stand the pain
And I would be sad if our new love was in vain

So I hope you see that I
Would love to love you
And that she will cry
When she learns we are two
If I fell in love with you",The-Beatles
