song_link,song,lyrics,artist_name,Verbs,Nouns,Adverbs,Corpus
/lyric/36255472/The+Beatles/Octopus%27s+Garden,Octopus's Garden,"I'd like to be under the sea
In an octopus' garden in the shade
He'd let us in, knows where we've been
In his octopus' garden in the shade
I'd ask my friends to come and see
An octopus' garden with me

I'd like to be under the sea
In an octopus' garden in the shade

We would be warm (ooh) below the storm (ooh)
In our little hideaway beneath the waves (aah)
Resting our head (ooh) on the sea bed (ooh)
In an octopus' garden near a cave (aah)
We would sing and dance around
Because we know we can't be found

I'd like to be under the sea
In an octopus' garden in the shade

We would shout (aah) and swim about (ooh)
The coral that lies beneath the waves
(Lies beneath the ocean waves)
Oh what joy (aah) for every girl and boy (ooh)
Knowing they're happy and they're safe
(Happy and they're safe)
We would be so happy, you and me
No one there to tell us what to do

I'd like to be (aah) under the sea
In an octopus' garden with you
In an octopus' garden with you
In an octopus' garden with you",The_Beatles,'d like 'd let know 'd ask come see 'd like would rest would sing dance know can find 'd like would shout swim lie know would tell 'd like,sea octopus garden shade octopus garden shade friend octopus garden sea octopus garden shade storm hideaway wave head sea bed octopus garden cave sea octopus garden shade coral wave lie ocean wave joy girl boy one sea octopus garden octopus garden octopus garden,where around so there,like sea octopus garden shade let know octopus garden shade ask friend come octopus garden like sea octopus garden shade warm ooh storm ooh little hideaway beneath wave aah rest head ooh sea bed ooh octopus garden near cave aah sing dance know find like sea octopus garden shade shout aah swim ooh coral lie beneath wave lie beneath ocean wave oh joy aah girl boy ooh know happy safe happy safe happy tell like aah sea octopus garden octopus garden octopus garden
/lyric/36255440/The+Beatles/She+Came+in+Through+the+Bathroom+Window,She Came in Through the Bathroom Window,"She came in through the bathroom window
Protected by a silver spoon
But now she sucks her thumb and wanders
By the banks of her own lagoon

Didn't anybody tell her?
Didn't anybody see?
Sunday's on the phone to Monday
Tuesday's on the phone to me

She said she'd always been a dancer
She worked at fifteen clubs a day
And though she thought I knew the answer
Well, I knew what I could not say

And so I quit the police department
And got myself a steady job
And though she tried her best to help me
She could steal but she could not rob

Didn't anybody tell her?
Didn't anybody see?
Sunday's on the phone to Monday,
Tuesday's on the phone to me
Oh yeah",The_Beatles,come protect suck tell see say work think know know could say quit get try help could steal could rob tell see,bathroom window silver spoon thumb wander bank lagoon phone phone dancer club day answer police department job phone phone,now always so,come bathroom window protect silver spoon suck thumb wander bank lagoon anybody tell anybody Sunday phone Monday Tuesday phone say dancer work club day think know answer know quit police department get steady job try good help steal rob anybody tell anybody Sunday phone Monday Tuesday phone oh yeah
/lyric/36255449/The+Beatles/I%27ve+Got+a+Feeling,I've Got a Feeling,"I've got a feeling, a feeling deep inside
Oh yeah, Oh yeah.
I've got a feeling, a feeling I can't hide
Oh no. Oh no, Oh no,
Yeah I've got a feeling. 

Oh please believe me, I'd hate to miss the train
Oh yeah, Oh yeah.
And if you leave me I won't be late again
Oh no, Oh no, Oh no.
Yeah I've got a feeling yeah. 

All these years I've been wandering around,
Wondering how come nobody told me
All that I was looking for was somebody
Who looked like you. 

Ev'rybody had a hard year
Ev'rybody had a good time
Ev'rybody had a wet dream,
Ev'rybody saw the sunshine
Oh yeah, Oh yeah.
Ev'rybody had a good year,
Ev'rybody let their hair down,
Ev'rybody pulled their socks up,
Ev'rybody put their foot down.
Oh yeah, Oh yeah. 

[Oh my soul... so odd.]",The_Beatles,get get can hide get believe 'd hate miss leave will get wander wonder come tell look look see let pull put,feeling feeling feeling feeling feeling train feeling year Ev'rybody year Ev'rybody time Ev'rybody dream Ev'rybody sunshine Ev'rybody year Ev'rybody hair Ev'rybody sock Ev'rybody foot soul,deep inside again around how so,get feeling feeling deep inside oh yeah oh yeah get feeling feeling hide oh oh oh yeah get feeling oh believe hate miss train oh yeah oh yeah leave will late oh oh oh yeah get feeling yeah year wander wonder come tell look somebody look like Ev rybody hard year Ev rybody good time Ev rybody wet dream Ev rybody see sunshine oh yeah oh yeah Ev rybody good year Ev rybody let hair Ev rybody pull sock Ev rybody foot oh yeah oh yeah oh soul odd 
/lyric/36255454/The+Beatles/You+Really+Got+a+Hold+on+Me,You Really Got a Hold on Me,"I don't like you
But I love you
Seems that I'm always
Thinking of you
Oh, oh, oh
You treat me badly
I love you madly
You've really got a hold on me
(You really got a hold on me)
You really got a hold on me
(You really got a hold on me)

Baby

I don't want you
But I need you
Don't want to kiss you
But I need to
Oh, oh, oh
You do me wrong now
My love is strong now
You've really got a hold on me
(You really got a hold on me)
You really got a hold on me
(You really got a hold on me)

Baby

I love you and all I want you to do
Is just hold me, hold me, hold me, hold me
Tighter
Tighter

I want to leave you
Don't want to stay here
Don't want to spend
Another day here
Oh, oh, oh, I want to split now
I just can't quit now
You've really got a hold on me
(You really got a hold on me)
You really got a hold on me
(You really got a hold on me)

Baby

I love you and all I want you to do
Is just hold me, please, hold me, squeeze, hold me, hold me

You really got a hold on me
(You really got a hold on me)
You really got a hold on me
(You really got a hold on me)",The_Beatles,like love seem think treat love get get get get want need want kiss need get get get get love want hold hold hold hold want leave want stay want spend want split can quit get get get get love want hold hold squeeze hold hold get get get get,hold hold hold hold baby love hold hold hold hold baby day hold hold hold hold baby hold hold hold hold,always badly madly really really really really now now really really really really just here here now just now really really really really just really really really really,like love think oh oh oh treat badly love madly get hold get hold get hold get hold baby want need want kiss need oh oh oh wrong love strong get hold get hold get hold get hold baby love want hold hold hold hold tight tight want leave want stay want spend day oh oh oh want split quit get hold get hold get hold get hold baby love want hold hold squeeze hold hold get hold get hold get hold get hold 
/lyric/36255452/The+Beatles/Besame+Mucho,Besame Mucho,"Besame besame mucho
Each time I bring you a kiss
I hear music divine
So besame besame mucho
I love you for ever
Say that you'll always be mine

Dearest one, if you should leave me
Then each little dream will take wings
And my life would be through
Oh besame besame mucho
I love you for ever
You make all my dreams come true

Oh this joy is something new
My arms they're holding you
I never knew this thrill before
Who ever thought I'd be
Holding you close to me
Whispering: it's you I adore

Yes so dearest one, if you should leave me
Then each little dream will take wings
And my life would be through

Oh so besame besame mucho
I love you for ever
Make all my dreams come true
Oh this joy is something new
My arms are holding you
I never knew this thrill before
Who ever thought I'd be
Holding you close to me
Whispering it's you I adore

Oh so dearest one, if you should leave me
Then each little dream will take wings
And my life would be through

Oh so besame besame mucho
I love you for ever
Make all my dreams come true
I love you for ever
Make all my dreams come true
I love you for ever
Make all my dreams come true",The_Beatles,bring hear love say will should leave will take would love make come hold know think 'd hold whisper adore should leave will take would love make come hold know think 'd hold whisper adore should leave will take would love make come love make come love make come,time kiss music dream wing life dream joy arm thrill dream wing life dream joy arm thrill dream wing life dream dream dream,so ever always then ever never before ever close so then so ever never before ever close so then so ever ever ever,Besame besame mucho time bring kiss hear music divine besame besame mucho love dear leave little dream wing life oh besame besame mucho love dream come true oh joy new arm hold know thrill think hold close whisper adore yes dear leave little dream wing life oh besame besame mucho love dream come true oh joy new arm hold know thrill think hold close whisper adore oh dear leave little dream wing life oh besame besame mucho love dream come true love dream come true love dream come true
/lyric/36255469/The+Beatles/Devil+in+Her+Heart,Devil in Her Heart,"She's got the devil in her heart
But her eyes they tantalize
She's gonna tear your heart apart
Oh, her lips they really thrill me

I'll take my chances
For romance is
So important to me
She'll never hurt me
She won't desert me
She's an angel sent to me

She's got the devil in her heart
No, no, this I can't believe
She's gonna tear your heart apart
No, no, nay, will she deceive

I can't believe that she'll ever ever go
Not when she hugs me and says she loves me so
She'll never hurt me
She won't desert me
Listen, can't you see

She's got the devil in her heart
Oh, no, no, no, this I can't believe
She's gonna tear your heart apart
No, no, nay, will she deceive

Don't take chances if your romance is
So important to you
She'll never hurt me
She won't desert me
She's an angel sent to me

She's got the devil in her heart
Oh, no, no, no, no, this I can't believe
She's gonna tear your heart apart
No, no, nay, will she deceive

She's got the devil in her heart
No, she's an angel sent to me
She's got the devil in her heart
No, she's an angel sent to me",The_Beatles,get tantalize go tear thrill will take will hurt will desert send get can believe go tear will deceive can believe will go hug say love will hurt will desert listen can see get can believe go tear will deceive take will hurt will desert send get can believe go tear will deceive get send get send,devil heart eye heart lip chance romance angel devil heart heart devil heart heart chance romance angel devil heart heart devil heart angel devil heart angel,apart really so never apart ever ever when so never apart so never apart,get devil heart eye tantalize go to tear heart apart oh lip thrill chance romance important hurt will desert angel send get devil heart believe go to tear heart apart nay deceive believe hug say love hurt will desert listen get devil heart oh believe go to tear heart apart nay deceive chance romance important hurt will desert angel send get devil heart oh believe go to tear heart apart nay deceive get devil heart angel send get devil heart angel send
/lyric/36255466/The+Beatles/Mean+Mr.+Mustard,Mean Mr. Mustard,"Mean Mister Mustard sleeps in the park
Shaves in the dark trying to save paper
Sleeps in a hole in the road
Saving up to buy some clothes
Keeps a ten-bob note up his nose
Such a mean old man
Such a mean old man

His sister Pam works in a shop
She never stops, she's a go-getter
Takes him out to look at the queen
Only place that he's ever been
Always shouts out something obscene
Such a dirty old man
Dirty old man",The_Beatles,sleep try save save buy keep note work stop take look shout,park shave paper hole road clothe bob nose man man sister shop go getter queen place man man,never ever always,Mean Mister Mustard sleep park shave dark try save paper Sleeps hole road save buy clothe keep bob note nose mean old man mean old man sister Pam work shop stop getter take look queen place shout obscene dirty old man dirty old man
/lyric/36255465/The+Beatles/The+Inner+Light,The Inner Light,"Without going out of my door
I can know all things of earth
Without looking out of my window
I could know the ways of heaven
The farther one travels 
The less one knows
The less one really knows

Without going out of your door
You can know all things on earth
Without looking out of your window
You could know the ways of heaven
The farther one travels
The less one knows
The less one really knows

Arrive without traveling 
See all without looking
Do all without doing",The_Beatles,go can know look could know know know go can know look could know know know arrive travel see look do,door thing earth window way travel one one door thing earth window way travel one one,really really,go door know thing earth look window know way heaven farth travel know know go door know thing earth look window know way heaven farth travel know know arrive travel look 
/lyric/36255464/The+Beatles/Three+Cool+Cats,Three Cool Cats,"Three cool cats, 
Three cool cats 
Are coming up in a beat up car, 
Spitting up a lift of candy bar 
Talking on about how sharp they are. 
Three cool cats. 

Three cool chicks 
Are walking down the street 
Swinging their hips, 
Splitting up a bag of potatoe chips 
I think cool cats really did flip. 
Three cool chicks 
Three cool chicks. 

Well up came that first cool cat, 
He said: man look at that. 
Man, do you see what I see? 
Well I want that middle chick 
I want that little chick. 
Hey man save once chick for me. 

Well three cool chicks. 
Three cool chicks. 

Well they love like 
Angels from up above 
And three cool cats 
Really fell in love. 
But three cool chicks 
Made three fools out of 
Three cool cats. 
Three cool cats. 

Well up came that first cool cat, 
He said: man look at that. 
Man do you see what I see? 
Well I want that middle chick, 
I want that little chick. 
Hey man, save one chick for me. 

Three cool chicks. 
Three cool chicks. 
They look like 

Angels from up above 
And three cool cats 
Really fell in love. 
And three cool chicks 
Made three fools out of 

Three cool cats. 
Three cool cats. 
Three cool cats. 
Three cool cats.",The_Beatles,come spit talk walk swinge think flip come say look see see want want save love fall make come say look see see want want save look fall make,cat cat beat car lift candy bar cat chick street hip splitting bag potatoe chip cat chick chick cat man man chick man chick chick chick angel cat love chick fool cat cat cat man man chick man chick chick chick cat love chick fool cat cat cat cat,how really once up above really up above really,cool cat cool cat come beat car spit lift candy bar talk sharp cool cat cool chick walk street swinge hip splitting bag potatoe chip think cool cat flip cool chick cool chick come cool cat say man look man want middle chick want little chick hey man save chick cool chick cool chick love like angel cool cat fall love cool chick fool cool cat cool cat come cool cat say man look man want middle chick want little chick hey man save chick cool chick cool chick look like Angels cool cat fall love cool chick fool cool cat cool cat cool cat cool cat 
/lyric/36255463/The+Beatles/She+Said+She+Said,She Said She Said,"She said
I know what it's like to be dead
I know what it is to be sad
And she's making me feel like I've never been born

I said
Who put all those things in your hair
Things that make me feel like I'm sad
And you're making me feel like I've never been born

She said you don't understand what I said
I said no no no, you're wrong
When I was a boy, everything was right
Everything was right

I said
Even though you know what you know
I know that I'm ready to leave
'Cause you're making me feel like I've never been born

She said you don't understand what I said
I said no no no, you're wrong
When I was a boy, everything was right
Everything was right

I said
Even though you know what you know
I know that I'm ready to leave
'Cause you're making me feel like I've never been born

She said
I know what it's like to be dead
I know what it's like to be dead
I know what it is to be sad
I know what it is to be sad",The_Beatles,say know know make feel bear say put make feel make feel bear say understand say say say know know know leave because make feel bear say understand say say say know know know leave because make feel bear say know know know know,thing hair thing boy boy,never never when even never when even never,say know like dead know sad make feel like bear say thing hair thing feel like sad make feel like bear say understand say say wrong boy right right say know know know ready leave because make feel like bear say understand say say wrong boy right right say know know know ready leave because make feel like bear say know like dead know like dead know sad know sad
/lyric/36255462/The+Beatles/You+Can%27t+Do+That,You Can't Do That,"I got something to say that might 'cause you pain
If I catch you talking to that boy again
I'm gonna let you down
And leave you flat
Because I told you before, oh
You can't do that

Well, it's the second time I've caught you talking to him
Do I have to tell you one more time, I think it's a sin
I think I'll let you down (let you down)
And leave you flat
(Gonna let you down and leave you flat)
Because I've told you before, oh
You can't do that

Everybody's green
'Cause I'm the one, who won your love
But if they'd seen
You're talking that way they'd laugh in my face

So please listen to me, if you wanna stay mine
I can't help my feelings, I'll go out of my mind
I'm gonna let you down (let you down)
And leave you flat
(Gonna let you down and leave you flat)
Because I've told you before, oh, you can't do that

You can't do that
You can't do that
You can't do that
You can't do that
You can't do that

Everybody's green
'Cause I'm the one who won your love
But if they'd seen
You're talking that way they'd laugh in my face

So please listen to me, if you wanna stay mine
I can't help my feelings, I'll go out of my mind
I'm gonna let you down (let you down)
And leave you flat
(Gonna let you down and leave you flat)
Because I've told you before, oh
You can't do that",The_Beatles,get say may because pain catch talk go let leave tell can catch talk tell think think will let let leave go let leave tell can because win 'd see talk 'd laugh listen wanna stay can help will go go let let leave go let leave tell can can can can can can because win 'd see talk 'd laugh listen wanna stay can help will go go let let leave go let leave tell can,boy time time sin one love way face mine feeling mind one love way face mine feeling mind,again before before so before so before,get because pain catch talk boy go to let leave flat tell oh second time catch talk tell time think sin think let let leave flat go to let leave flat tell oh everybody green because win love see talk way laugh face listen wanna stay help feeling mind go to let let leave flat go to let leave flat tell oh everybody green because win love see talk way laugh face listen wanna stay help feeling mind go to let let leave flat go to let leave flat tell oh 
/lyric/36255444/The+Beatles/Across+the+Universe,Across the Universe,"Words are flowing out
Like endless rain into a paper cup
They slither while they pass
They slip away across the universe
Pools of sorrow, waves of joy
Are drifting through my opened mind
Possessing and caressing me

Jai Guru Deva, Om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world

Images of broken light
Which dance before me like a million eyes
They call me on and on across the universe
Thoughts meander like a restless wind inside a letter box
They tumble blindly as they make their way across the universe

Jai Guru Deva, Om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world

Sounds of laughter, shades of life
Are ringing through my open ears
Inciting and inviting me
Limitless, undying love
Which shines around me like a million suns
It calls me on and on across the universe

Jai Guru Deva, Om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world

Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva",The_Beatles,flow slither pass slip drift open possess caress go change go change go change go change call meander tumble make go change go change go change go change ring incite invite undye shine call go change go change go change go change,word rain paper cup universe pool sorrow wave joy mind world world world world image light dance eye universe thought wind letter box way universe world world world world sound laughter shade life ear love sun universe world world world world,away on blindly on,word flow like endless rain paper cup slither pass slip away universe pool sorrow wave joy drift open mind possess caress Jai Guru Deva Om go to change world go to change world go to change world go to change world image broken light dance like million eye universe thought meander like restless wind inside letter box tumble blindly way universe Jai Guru Deva Om go to change world go to change world go to change world go to change world sound laughter shade life ring open ear incite invite limitless undye love shine like million sun call universe Jai Guru Deva Om go to change world go to change world go to change world go to change world Jai Guru Deva Jai Guru Deva Jai Guru Deva Jai Guru Deva Jai Guru Deva Jai Guru Deva
